original_term,normalized,canonical,frequency,is_garbage,level_2,level_2_description,level_3,level_3_description
non-parametric model,Non Parametric Model,Non Parametric Model,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
non-parametric statistics,Non Parametric Statistic,Non Parametric Statistic,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
nonparametric statistics,Nonparametric Statistic,Non Parametric Statistic,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
non-parametric statistical analyses,Non Parametric Statistical Analysi,Non Parametric Statistical Analysi,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
non-parametric statistical analysis,Non Parametric Statistical Analysi,Non Parametric Statistical Analysi,2,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
non-parametric statistical procedures,Non Parametric Statistical Procedure,Non Parametric Statistical Procedure,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
parametric statistical procedures,Parametric Statistical Procedure,Non Parametric Statistical Procedure,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
non-parametric statistical test,Non Parametric Statistical Test,Non Parametric Statistical Test,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
non-parametric statistical tests,Non Parametric Statistical Test,Non Parametric Statistical Test,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
non-parametric testing,Non Parametric Testing,Non Parametric Testing,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
nonparametric multivariate (rank-based) one-way tests,Nonparametric Multivariate (rank Based) One Way Test,Nonparametric Multivariate (rank Based) One Way Test,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
Nonparametric Smoothing,Nonparametric Smoothing,Nonparametric Smoothing,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
split sample tests,Split Sample Test,Split Sample Test,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-098: Nonparametric Statistical Methods,"This cluster encompasses distribution-free statistical techniques, including rank-based tests, bootstrap procedures, and smoothing methods that do not assume a specific underlying data distribution."
Chi square,Chi Square,Chi Square,1,False,L2-00: Univariate & Classical Hypothesis Testing,"Classical frequentist tests for comparing groups or distributions on a single variable, forming the baseline of inferential statistics before multivariate and computational methods. Examples: t-test, Mann-Whitney U, Chi-square, ANOVA, Kruskal-Wallis, Kolmogorov-Smirnov, Fisher's Exact Test, Wilcoxon Signed-Rank.",L3-109: Categorical Association Testing,"This cluster encompasses statistical methods for analyzing relationships between categorical variables, including tests of independence, goodness-of-fit, and symmetry using contingency tables and chi-square distributions."
